sku,name,brand,category,price,stockQty,shortDesc,datasheetUrl,specs
"E5CC-RX3A5M-000","CONTROL TEMP/PROC 100-240V PL MT","Omron","Temperature Controllers","305.28","0","CONTROL TEMP/PROC 100-240V PL MT","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (4)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.600\"" (15.20mm), 0.280\"" (7.10mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5CC""}"
"E5CC-RX2ASM-000","CONTROL TEMP/PROC 100-240V PL MT","Omron","Temperature Controllers","316.04","0","CONTROL TEMP/PROC 100-240V PL MT","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (3)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.600\"" (15.20mm), 0.280\"" (7.10mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5CC""}"
"E5DC-RX2ASM-000","CONTROL TEMP/PROC 100-240V DIN","Omron","Temperature Controllers","221.82","0","CONTROL TEMP/PROC 100-240V DIN","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (3)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.334\"" (8.50mm), 0.314\"" (8.00mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP20"",""Features"":""-"",""Series"":""E5DC""}"
"E5GC-QX1D6M-000","CONTROL TEMP/PROC 24V PANEL MNT","Omron","Temperature Controllers","221.82","0","CONTROL TEMP/PROC 24V PANEL MNT","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay, Voltage (External SSR)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.413\"" (10.50mm), 0.197\"" (5.00mm)"",""Voltage - Supply"":""24VAC/DC"",""Panel Cutout Dimensions"":""Rectangular - 45.00mm x 22.20mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5GC""}"
"E5DC-QX2DSM-002","CONTROL TEMP/PROC 24V DIN RAIL","Omron","Temperature Controllers","298.98","0","CONTROL TEMP/PROC 24V DIN RAIL","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (2), Voltage (External SSR)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""RS-485 (CompoWay/F, Modbus)"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.334\"" (8.50mm), 0.314\"" (8.00mm)"",""Voltage - Supply"":""24VAC/DC"",""Panel Cutout Dimensions"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP20"",""Features"":""-"",""Series"":""E5DC""}"
"E5CC-CX3A5M-004","CONTROL TEMP/PROC 100-240V PANEL","Omron","Temperature Controllers","442.16","0","CONTROL TEMP/PROC 100-240V PANEL","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Analog, Relay (3)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""RS-485 (CompoWay/F, Modbus)"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.600\"" (15.20mm), 0.280\"" (7.10mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""Event Input"",""Series"":""E5CC""}"
"E5CC-RX3D5M-003","CONTROL TEMP/PROC RELAY OUT 24V","Omron","Temperature Controllers","594.1","0","CONTROL TEMP/PROC RELAY OUT 24V","https://assets.omron.com/m/249385e26c54a37e/original/E5_C-Series-Digital-Temperature-Controller-Datasheet.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (4)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""RS-485 (CompoWay/F, Modbus)"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.600\"" (15.20mm), 0.280\"" (7.10mm)"",""Voltage - Supply"":""24VAC/DC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""Heater Fault Detection"",""Series"":""E5CC""}"
"E5DC-QX2ASM-002","CONTROL TEMP/PROC 100-240V DIN","Omron","Temperature Controllers","319","0","CONTROL TEMP/PROC 100-240V DIN","https://assets.omron.com/m/249385e26c54a37e/original/E5_C-Series-Digital-Temperature-Controller-Datasheet.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (2), Voltage (External SSR)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""RS-485 (CompoWay/F, Modbus)"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.334\"" (8.50mm), 0.314\"" (8.00mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP20"",""Features"":""-"",""Series"":""E5DC""}"
"E5CC-QX3D5M-000","CONTROL TEMP/PROC 24V PANEL MNT","Omron","Temperature Controllers","251.49","0","CONTROL TEMP/PROC 24V PANEL MNT","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (3), Voltage (External SSR)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.600\"" (15.20mm), 0.280\"" (7.10mm)"",""Voltage - Supply"":""24VAC/DC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5CC""}"
"E5GC-RX1A6M-000","CONTROL TEMP/PROC 100-240V PL MT","Omron","Temperature Controllers","217.37","0","CONTROL TEMP/PROC 100-240V PL MT","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (2)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.413\"" (10.50mm), 0.197\"" (5.00mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Rectangular - 45.00mm x 22.20mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5GC""}"
"E5DC-RX2DSM-000","CONTROL TEMP/PROC REL OUT 24V","Omron","Temperature Controllers","221.82","0","CONTROL TEMP/PROC REL OUT 24V","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (3)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.334\"" (8.50mm), 0.314\"" (8.00mm)"",""Voltage - Supply"":""24VAC/DC"",""Panel Cutout Dimensions"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP20"",""Features"":""-"",""Series"":""E5DC""}"
"K3MA-L-C 100-240VAC","TEMP METER LCD PANEL MOUNT","Omron","Temperature Controllers","238.14","0","TEMP METER LCD PANEL MOUNT","https://files.omron.eu/downloads/latest/datasheet/en/n109_k3ma-l_temperature_meter_datasheet_en.pdf","{""Type"":""Temperature Meter"",""Measuring Type"":""RTD, Thermocouple"",""Measuring Range"":""-200°C ~ 1800°C"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Number of Characters Per Row"":""4"",""Display Characters - Height"":""0.560\"" (14.20mm)"",""Output Type"":""Relay"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Rectangular - 92.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""K3MA-L""}"
"K3MA-L-C 24VAC/VDC","TEMP METER LCD PANEL MOUNT","Omron","Temperature Controllers","238.14","0","TEMP METER LCD PANEL MOUNT","https://assets.omron.com/m/1e3ff20e6b9b66e0/original/K3MA-Product-Brochure.pdf","{""Type"":""Temperature Meter"",""Measuring Type"":""RTD, Thermocouple"",""Measuring Range"":""-200°C ~ 1800°C"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Number of Characters Per Row"":""4"",""Display Characters - Height"":""0.560\"" (14.20mm)"",""Output Type"":""Relay"",""Voltage - Supply"":""24VAC/DC"",""Panel Cutout Dimensions"":""Rectangular - 92.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""K3MA-L""}"
"E5CB-R1P AC100-240","CONTROL TEMP RELAY OUT 100-240V","Omron","Temperature Controllers","238.14","0","CONTROL TEMP RELAY OUT 100-240V","https://www.ia.omron.com:443/data_pdf/cat/e5cb_h172-e1_8_6_csm2667.pdf","{""Type"":""Temperature Controller (RTD)"",""Input Range"":""-200°C ~ 850°C"",""Output Type"":""Relay (2)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LED - Dual Color Characters"",""Display Characters - Height"":""0.638\"" (16.20mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5CB""}"
"E5GC-RX2A6M-000","CONTROL TEMP/PROC 100-240V PL MT","Omron","Temperature Controllers","241.11","0","CONTROL TEMP/PROC 100-240V PL MT","https://assets.omron.com/m/249385e26c54a37e/original/E5_C-Series-Digital-Temperature-Controller-Datasheet.pdf","{""Type"":""Process, Temperature Controller (Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (3)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.413\"" (10.50mm), 0.197\"" (5.00mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Rectangular - 45.00mm x 22.20mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5GC""}"
"E5CC-RX3D5M-000","CONTROL TEMP/PROC RELAY OUT 24V","Omron","Temperature Controllers","247.78","0","CONTROL TEMP/PROC RELAY OUT 24V","https://files.omron.eu/downloads/latest/datasheet/en/h177_e5_c_e5_c-t_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (4)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.600\"" (15.20mm), 0.280\"" (7.10mm)"",""Voltage - Supply"":""24VAC/DC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5CC""}"
"E5CC-RX2ASM-800","CONTROL TEMP/PROC 100-240V PL MT","Omron","Temperature Controllers","264.12","0","CONTROL TEMP/PROC 100-240V PL MT","https://files.omron.eu/downloads/latest/datasheet/en/h179_e5_c-800_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (3)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.600\"" (15.20mm), 0.280\"" (7.10mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5CC""}"
"E5CC-QX2ASM-800","CONTROL TEMP/PROC 100-240V PANEL","Omron","Temperature Controllers","268.57","0","CONTROL TEMP/PROC 100-240V PANEL","https://files.omron.eu/downloads/latest/datasheet/en/h179_e5_c-800_digital_temperature_controller_datasheet_en.pdf","{""Type"":""Process, Temperature Controller (RTD, Type B, E, J, K, L, N, PLII, R, S, T, U, W)"",""Input Range"":""-200°C ~ 2300°C, 0 ~ 20mA, 0 ~ 10VDC"",""Output Type"":""Relay (2), Voltage (External SSR)"",""Control Method"":""On/Off, Proportional (PID)"",""Communications"":""-"",""Number of Characters Per Row"":""4, 4"",""Display Type"":""LCD - Dual Color Characters, Backlight"",""Display Characters - Height"":""0.600\"" (15.20mm), 0.280\"" (7.10mm)"",""Voltage - Supply"":""100 ~ 240VAC"",""Panel Cutout Dimensions"":""Square - 45.00mm x 45.00mm"",""Mounting Type"":""Panel Mount"",""Termination Style"":""Screw Terminal"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Features"":""-"",""Series"":""E5CC""}"
"1051432","COMMUNICATIONS MODULE","SICK","PLC & Controllers","732.77","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/6/76/976/dataSheet_FX0-GETC00000_1051432_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1044073","COMMUNICATIONS MODULE","SICK","PLC & Controllers","748.47","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/4/84/484/dataSheet_FX0-GMOD00000_1044073_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1044075","COMMUNICATIONS MODULE","SICK","PLC & Controllers","748.47","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/1/81/481/dataSheet_FX0-GPRO00000_1044075_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1062344","FLEXISOFT MOTION CON","SICK","Servo & Motion","831.77","0","FLEXISOFT MOTION CON","https://cdn.sick.com/media/pdf/0/00/800/dataSheet_FX3-MOC000000_1062344_en.pdf","{""Type"":""Motion Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1044072","COMMUNICATIONS MODULE","SICK","PLC & Controllers","748.47","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/5/85/485/dataSheet_FX0-GENT00000_1044072_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1044074","COMMUNICATIONS MODULE","SICK","PLC & Controllers","748.47","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/7/87/487/dataSheet_FX0-GPNT00000_1044074_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1069070","COMMUNICATIONS MODULE","SICK","PLC & Controllers","1078.17","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/3/53/553/dataSheet_FX3-GEPR00000_1069070_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1057833","FLEXISOFT MOTION CON","SICK","Servo & Motion","1093.25","0","FLEXISOFT MOTION CON","https://cdn.sick.com/media/pdf/4/44/844/dataSheet_FX3-MOC100000_1057833_en.pdf","{""Type"":""Motion Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1044076","COMMUNICATIONS MODULE","SICK","PLC & Controllers","732.77","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/2/82/482/dataSheet_FX0-GCAN00000_1044076_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"4008095","LENS,PLCONV  F  7,27 D5,5   R","SICK","PLC & Controllers","14.04","0","LENS,PLCONV  F  7,27 D5,5   R","","{""Series"":""*"",""Pack Size"":""168""}"
"4065481","BRACKET, MOUNTING, PLC","SICK","PLC & Controllers","36.25","0","BRACKET, MOUNTING, PLC","","{""Series"":""*"",""Pack Size"":""65""}"
"4023062","LENS,PLCONV  F 37,71 D40,0  R","SICK","PLC & Controllers","74.87","0","LENS,PLCONV  F 37,71 D40,0  R","","{""Series"":""*"",""Pack Size"":""32""}"
"6067078","OPTOCOUPLER, TYPE PLC-OCS-24VDC/","SICK","PLC & Controllers","93.58","0","OPTOCOUPLER, TYPE PLC-OCS-24VDC/","","{""Series"":""*"",""Pack Size"":""26""}"
"1044077","COMMUNICATIONS MODULE","SICK","PLC & Controllers","902.77","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/3/83/483/dataSheet_FX0-GDEV00000_1044077_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft"",""Pack Size"":""3""}"
"1123789","FLEXI ETHERNET GATEW","SICK","PLC & Controllers","902.77","0","FLEXI ETHERNET GATEW","","{""Series"":""-"",""Pack Size"":""3""}"
"1102420","FLEXISOFT ETC  GW","SICK","PLC & Controllers","923.99","0","FLEXISOFT ETC  GW","","{""Series"":""Flexi Soft"",""Pack Size"":""3""}"
"1085195","COMMUNICATIONS MODULE","SICK","PLC & Controllers","1066.78","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/5/45/045/dataSheet_FX0-GCC100200_1085195_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft"",""Pack Size"":""3""}"
"6042537","PLC,ADVANTECH ADAM-5550CE","SICK","PLC & Controllers","1077.31","0","PLC,ADVANTECH ADAM-5550CE","","{""Series"":""*"",""Pack Size"":""3""}"
"1112296","COMMUNICATIONS MODULE","SICK","PLC & Controllers","1509.94","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/0/80/580/dataSheet_FX3-GEPR00010_1112296_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft"",""Pack Size"":""2""}"
"1112300","FLEXISOFT MOTION CON","SICK","Servo & Motion","1558.99","0","FLEXISOFT MOTION CON","https://cdn.sick.com/media/pdf/2/82/582/dataSheet_FX3-MOC100010_1112300_en.pdf","{""Type"":""Motion Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft"",""Pack Size"":""2""}"
"1073800","INCLINATION SENSOR","SICK","Sensors & Switches","0","0","INCLINATION SENSOR","https://cdn.sick.com/media/pdf/9/59/759/dataSheet_TMS88A-PLC360_1073800_en.pdf","{""Measuring Range"":""±360°"",""Sensitivity"":""-"",""Bandwidth"":""0.1Hz ~ 25Hz"",""Voltage Rating"":""17 V ~ 35 V"",""Output Type"":""Current"",""Interface"":""Analog"",""Package / Case"":""Module"",""Operating Temperature"":""-40°C ~ 80°C (TA)"",""Series"":""TMS88""}"
"1099830","COMMUNICATIONS MODULE","SICK","PLC & Controllers","0","0","COMMUNICATIONS MODULE","https://cdn.sick.com/media/pdf/2/52/952/dataSheet_FX0-GENT00030_1099830_en.pdf","{""Type"":""Communications Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""DIN Rail"",""Termination Style"":""Spring Terminal"",""Features"":""-"",""Series"":""Flexi Soft""}"
"1073797","INCLINATION SENSOR","SICK","Sensors & Switches","0","0","INCLINATION SENSOR","https://cdn.sick.com/media/pdf/1/51/051/dataSheet_TMM88B-PLC090_1073797_en.pdf","{""Axis"":""X, Y"",""Measuring Range"":""±90°"",""Sensitivity"":""-"",""Bandwidth"":""0.1Hz ~ 25Hz"",""Voltage Rating"":""17 V ~ 35 V"",""Output Type"":""Voltage"",""Interface"":""Analog"",""Package / Case"":""Module"",""Operating Temperature"":""-40°C ~ 80°C"",""Grade"":""-"",""Qualification"":""-"",""Series"":""TMM88""}"
